MSN,YYYY,MM,Value,Column_Order,Description,Unit
TETCBUS,1976,6,5.824544,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1976,7,6.024682,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1976,8,5.970726,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1976,9,5.739519,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1976,10,6.244598,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1976,11,6.729925,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1976,12,7.658479,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1976,13,75.939029,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1977,1,7.852451,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1977,2,6.654863,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1977,3,6.573861,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1977,4,5.979305,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1977,5,5.997456,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1977,6,6.08589,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1977,7,6.195785,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1977,8,6.300623,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1977,9,6.080223,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1977,10,6.272418,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1977,11,6.485295,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1977,12,7.442248,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1977,13,77.919991,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1978,1,7.721485,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1978,2,7.052381,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1978,3,6.965503,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1978,4,6.169931,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1978,5,6.337994,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1978,6,6.149904,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1978,7,6.34019,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1978,8,6.496081,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1978,9,6.087552,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1978,10,6.425237,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1978,11,6.685469,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1978,12,7.474491,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1978,13,79.906703,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1979,1,8.092205,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1979,2,7.410205,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1979,3,7.150421,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1979,4,6.28742,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1979,5,6.346644,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1979,6,6.14307,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1979,7,6.276536,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1979,8,6.492996,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1979,9,6.052908,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1979,10,6.54322,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1979,11,6.679042,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1979,12,7.337632,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1979,13,80.811788,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1980,1,7.565016,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1980,2,7.123145,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1980,3,7.021907,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1980,4,6.158453,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1980,5,6.00737,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1980,6,5.872463,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1980,7,6.135448,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1980,8,6.063599,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1980,9,5.970443,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1980,10,6.31659,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1980,11,6.420238,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1980,12,7.363795,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1980,13,78.021113,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1981,1,7.639252,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1981,2,6.484509,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1981,3,6.60621,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1981,4,5.875206,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1981,5,5.93955,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1981,6,5.995702,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1981,7,6.208435,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1981,8,6.112916,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1981,9,5.820751,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1981,10,6.144075,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1981,11,6.13831,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1981,12,7.088566,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1981,13,76.057187,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1982,1,7.448166,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1982,2,6.471248,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1982,3,6.544007,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1982,4,6.040586,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1982,5,5.602379,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1982,6,5.572673,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1982,7,5.835852,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1982,8,5.818627,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1982,9,5.549273,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1982,10,5.726507,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1982,11,5.978943,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1982,12,6.458452,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1982,13,73.046189,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1983,1,6.907502,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1983,2,6.065647,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1983,3,6.431871,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1983,4,5.869679,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1983,5,5.692724,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1983,6,5.677988,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1983,7,5.941322,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1983,8,6.128631,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1983,9,5.699808,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1983,10,5.701452,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1983,11,5.935601,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1983,12,6.863357,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1983,13,72.915394,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1984,1,7.654075,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1984,2,6.623097,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1984,3,6.858673,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1984,4,6.270456,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1984,5,6.170762,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1984,6,6.026485,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1984,7,6.155513,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1984,8,6.323114,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1984,9,5.761176,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1984,10,5.960973,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1984,11,6.100793,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1984,12,6.666436,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1984,13,76.570697,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1985,1,7.377254,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1985,2,6.880264,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1985,3,6.577553,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1985,4,6.10613,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1985,5,6.005352,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1985,6,5.88048,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1985,7,6.187443,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1985,8,6.256987,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1985,9,5.759,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1985,10,6.026246,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1985,11,6.059118,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1985,12,7.219105,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1985,13,76.334135,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1986,1,7.395548,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1986,2,6.620399,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1986,3,6.775964,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1986,4,6.109551,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1986,5,6.099383,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1986,6,6.015826,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1986,7,6.354208,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1986,8,6.223701,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1986,9,5.818638,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1986,10,6.039911,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1986,11,6.119265,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1986,12,7.027262,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1986,13,76.598888,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1987,1,7.472334,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1987,2,6.729068,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1987,3,6.767036,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1987,4,6.313868,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1987,5,6.199256,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1987,6,6.280222,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1987,7,6.626659,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1987,8,6.514555,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1987,9,6.123881,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1987,10,6.362769,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1987,11,6.342057,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1987,12,7.277377,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1987,13,79.008203,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1988,1,7.800316,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1988,2,7.308187,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1988,3,7.296746,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1988,4,6.449806,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1988,5,6.390836,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1988,6,6.507738,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1988,7,6.74603,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1988,8,6.988178,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1988,9,6.340877,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1988,10,6.586707,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1988,11,6.704226,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1988,12,7.54036,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1988,13,82.659169,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1989,1,7.638755,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1989,2,7.22961,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1989,3,7.54118,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1989,4,6.660423,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1989,5,6.63539,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1989,6,6.693825,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1989,7,6.856061,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1989,8,7.028179,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1989,9,6.480977,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1989,10,6.790633,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1989,11,6.940304,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1989,12,8.245459,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1989,13,84.739993,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1990,1,7.80923,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1990,2,7.00371,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1990,3,7.305264,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1990,4,6.767829,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1990,5,6.746034,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1990,6,6.756042,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1990,7,7.03223,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1990,8,7.279162,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1990,9,6.613364,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1990,10,6.806998,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1990,11,6.771696,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1990,12,7.54228,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1990,13,84.43286,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1991,1,8.07392,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1991,2,6.862152,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1991,3,7.13916,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1991,4,6.536527,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1991,5,6.654744,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1991,6,6.697964,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1991,7,7.098773,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1991,8,7.11244,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1991,9,6.657675,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1991,10,6.858581,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1991,11,7.006252,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1991,12,7.683274,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1991,13,84.3803,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1992,1,7.983357,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1992,2,7.243263,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1992,3,7.348603,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1992,4,6.841697,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1992,5,6.698113,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1992,6,6.71521,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1992,7,7.159827,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1992,8,7.02923,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1992,9,6.682169,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1992,10,6.901627,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1992,11,7.078627,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1992,12,8.044433,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1992,13,85.724885,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1993,1,7.906823,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1993,2,7.41979,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1993,3,7.811622,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1993,4,6.902827,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1993,5,6.645598,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1993,6,6.843166,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1993,7,7.307746,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1993,8,7.333218,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1993,9,6.815063,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1993,10,6.983063,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1993,11,7.280567,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1993,12,8.017694,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1993,13,87.265888,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1994,1,8.584501,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1994,2,7.742175,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1994,3,7.663458,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1994,4,6.979177,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1994,5,6.886154,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1994,6,7.161982,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1994,7,7.390641,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1994,8,7.47247,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1994,9,6.881234,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1994,10,7.070613,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1994,11,7.148134,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1994,12,8.004002,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1994,13,88.983234,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1995,1,8.220878,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1995,2,7.595769,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1995,3,7.741177,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1995,4,7.105605,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1995,5,7.150665,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1995,6,7.231934,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1995,7,7.626029,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1995,8,7.917376,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1995,9,7.135603,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1995,10,7.224257,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1995,11,7.572344,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1995,12,8.410369,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1995,13,90.930704,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1996,1,8.77663,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1996,2,8.104036,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1996,3,8.191764,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1996,4,7.361874,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1996,5,7.463086,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1996,6,7.446037,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1996,7,7.757824,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1996,8,7.869465,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1996,9,7.14723,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1996,10,7.617369,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1996,11,7.795702,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1996,12,8.404841,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1996,13,93.934511,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1997,1,8.8237,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1997,2,7.78703,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1997,3,7.985143,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1997,4,7.52307,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1997,5,7.476443,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1997,6,7.465957,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1997,7,8.090949,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1997,8,7.909852,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1997,9,7.412827,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1997,10,7.677182,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1997,11,7.749811,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1997,12,8.606325,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1997,13,94.506999,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1998,1,8.607435,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1998,2,7.644977,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1998,3,8.168636,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1998,4,7.5101,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1998,5,7.574499,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1998,6,7.714753,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1998,7,8.276438,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1998,8,8.225681,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1998,9,7.615075,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1998,10,7.608855,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1998,11,7.505878,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1998,12,8.468992,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1998,13,94.92019,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1999,1,8.911855,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1999,2,7.808513,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1999,3,8.369503,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1999,4,7.655639,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1999,5,7.622282,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1999,6,7.804107,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1999,7,8.368269,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1999,8,8.376902,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1999,9,7.611086,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1999,10,7.71348,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1999,11,7.633343,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1999,12,8.670981,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,1999,13,96.544524,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,2000,1,8.945501,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,2000,2,8.402201,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,2000,3,8.293297,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,2000,4,7.669702,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,2000,5,8.025769,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,2000,6,8.002823,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,2000,7,8.2304,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,2000,8,8.542555,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,2000,9,7.692325,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,2000,10,7.760532,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,2000,11,7.939985,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,2000,12,9.198444,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,2000,13,98.702224,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,2001,1,9.229006,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,2001,2,8.07248,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,2001,3,8.473229,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,2001,4,7.638084,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,2001,5,7.629039,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,2001,6,7.652567,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,2001,7,8.144373,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,2001,8,8.303252,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,2001,9,7.400553,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,2001,10,7.717429,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,2001,11,7.543838,12,Total Primary Energy Consumption,Quadrillion Btu
TETCBUS,2001,12,8.259887,12,Total Primary Energy Consumption,Quadrillion Btu
